"Timestamp","Koliko se godina profesionalno bavite digitalnim produktima?","Vaše zanimanje","Spol","Koliko godina imate","Prebivalište","U kojoj županiji radite","Obrazovanje","Koja je vaša trenutna dizajnerska uloga?","Na skali od 1-7, koliko vas je obrazovanje pripremilo za trenutnu radnu poziciju?","Koliko godina radite na trenutnoj poziciji?","Trenutno radite na poziciji:","U kojoj od navedenih tipova firma trenutno radite?","Koliko zaposlenika ima firma u kojoj radite? ","Ima li firma u kojoj radite dizajn tim? ","Koliko dizajnera ima u tvrtki u kojoj radite?","Koje timske aktivnosti održavate unutar design tima?","Odaberite koliki postotak projekata radite za pojedino tržište: [HR tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Europsko tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [US tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Globalno tržište]","Koliko sati provedete na sastancima tjedno?","Što vam je najbitnije na radnom mjestu? [Novčana naknada za obavljeni posao]","Što vam je najbitnije na radnom mjestu? [Mogućnost rada od kuće]","Što vam je najbitnije na radnom mjestu? [Edukacija]","Što vam je najbitnije na radnom mjestu? [Mogućnost profesionalnog razvoja]","Što vam je najbitnije na radnom mjestu? [Kultura kompanije i atmosfera u uredu]","Što vam je najbitnije na radnom mjestu? [Projekti]","Što vam je najbitnije na radnom mjestu? [Status i financijska pozadina tvrtke u kojoj radim]","Što vam je najbitnije na radnom mjestu? [Perks & Benefits (voće, kava, piva, grickalice...)]","Što vam je najbitnije na radnom mjestu? [Putovanja (konferencije, rad s inozemnim klijentima)]","Koliko ste zadovoljni trenutnim poslom?","Koliko ste plaćeni za posao koji radite (neto prihodi mjesečne plaće)?","Koliko ste zadovoljni mjesečnim prihodima?","Gdje najčešće radite?","Koja vrsta edukacije je pristuna na poslu?","S kojim pozicijama blisko surađujete na trenutnom radnom mjestu?","Koje metode koristite u dizajn procesu?","Kako znate jesu li vaša dizajn rješenja uspješna?","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Istraživanje i definiranje potreba korisnika]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Testiranje rješenja]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija proizvoda]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija kompanije]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Akvizicijske metrike (acquisition)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Retention / Engagement ]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Konverzijske metrike (conversion)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Revenue (Model zarade)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Financijske metrike]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Poslovni model]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Upravljanje resursima]","Da ste u prilici dati jedan savjet mangementu tvrtke u kojoj radite, sa željom da unaprijedite dizajn proces, što biste im rekli?","Koju biste tvrtku na našem tržištu izdvojili kao dobar primjer ulaganja u dizajn procese ili kvalitetnog pristupa rješavanju dizajn/produkt problema?","Kako biste u par riječi opisali zašto ste izabrali tu tvrtku kao primjer dobre dizajn prakse?","Koje će po vama biti tri najvrednije dizajn vještine ili znanja potrebna za rad u budućnosti (gledano 3-8 godina unaprijed)?","Koja će nadolazeća tehnologija najviše utjecati na područje dizajna kojim se bavite?"
"2018/06/19 9:38:33 AM GMT+2","11 - 20 godina","UI/UX/grafički dizajner/dizajner vizualnih komunikacija","Ženski","41-45","GRAD ZAGREB","GRAD ZAGREB","Tekstilno-tehnološki fakultet, dizajn i projektiranje odjeće i tekstila","UX/UI/grafički dizajner/produkt dizajner/","1","11-20 godina","Management (Head of Design, Chief Design Officier i sl. )","studio digitalnih medija, d.o.o.","11-20","Ima jedan dizajn tim","2-5","Mentoriranje","100%","25%","0","0","1 - 3 sata / tjedno","5","5","4","4","5","3","2","1","3","3","7000kn - 8900kn","1","Najčešće u uredu","Edukacija je prisutna jedino u radu na projektima","UI dizajn;UX dizajn;Programeri;Sales;Project managers;Kreativni direktor;Executives","Research;Intervjui s korisnicima;Analiza konkurencije;Wireframing","Nikako","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Češća komunikacija i odvajanje više vremena za promišljanje cijelog procesa izrade projekta na relaciji dizajneri-programeri","Hand design studio","/","/","VR"
"2018/06/19 9:39:50 AM GMT+2","2 - 3 godine","Web dizajner","Ženski","31-35","GRAD ZAGREB","GRAD ZAGREB","GRF","Web dizajner","2","2-5 godina","Medium Dizajner","Digitalna agencija","11-20","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup;Revizija dizajna","25%","0","75%","50%","1 - 3 sata / tjedno","4","4","4","4","5","5","4","4","4","4","13000kn - 15900kn","5","Najčešće u uredu","Educiram se samostalno doma;Blogovi","Programeri;Researcher","Research;Analiza konkurencije;Wireframing;Usability testing;Design Sprint","Pomoću analitike","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Vise edukacije.","Ne mogu odgovoriti. Nisam dovoljno dobro upoznata s radom drugih firmi.","/","Red, rad i disciplina :). Razvoj i ulaganje u sebe kao dizajnera u svakom pogledu.","AI"
"2018/06/19 9:42:03 AM GMT+2","4 - 7 godina","Produkt dizajner (digitalni proizvodi)","Muški","26-30","GRAD ZAGREB","GRAD ZAGREB","GRF","Produkt dizajner (digitalni proizvodi)","2","2-5 godina","Lead Dizajner","Startup","11-20","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","0","0","100%","100%","4 - 8 sata / tjedno","5","5","5","5","5","5","3","1","3","4","13000kn - 15900kn","5","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Knjige;Blogovi;Networking događaji / meetups","Programeri;Produkt managers;Sales;Copywritter","Research;Intervjui s korisnicima;Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing","Pomoću analitike;Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","","","","Motivacija za stjecanje novih vještina, ne znam što budućnost nosi, ali sve se može naučiti.","Machine learning"
"2018/06/19 9:47:23 AM GMT+2","11 - 20 godina","UX/UI dizajner","Muški","31-35","GRAD ZAGREB","GRAD ZAGREB","TVZ","UX/UI dizajner","5","2-5 godina","Senior Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","151-500","Nema","Samo ja","Nema design tima","25%","75%","25%","100%","1 - 3 sata / tjedno","4","4","5","5","5","4","4","4","5","4","10000kn - 12900kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Networking događaji / meetups","Programeri;Produkt managers;Project managers","Intervjui s korisnicima;Analiza konkurencije;Wireframing;Izrada prototipa;Design Sprint","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Da bi se prestalo raditi automatski prema striktnim naputcima onih kojih imaju najvecu plateznu moc na bilo kojem sastanku, klijentima treba ponuditi rjesenje problema, a ne samo atraktivan izgled...","Five","Jedna od rjetkih kompanija u RH koja koristi metode design thinkinga i lean startupa i pristupa rjesavanju problema holisticki, a ne izricito koliko mozemo naplatiti covjek/dan ;)","Razumjevanja i aktivno kreiranje poslovnih modela s istrazivanjem trzista i potrebama korisnika","Conversational Interfaces"
"2018/06/19 9:53:14 AM GMT+2","4 - 7 godina","Dizajner vizualnih komunikacija","Ženski","22-25","ZAGREBAČKA","GRAD ZAGREB","Arhitektonski fakultet - studij dizajna","UX/UI dizajner","3","2-5 godina","Junior Dizajner","Digitalna agencija","2-10","Nema","2-5","Mentoriranje","100%","25%","0","0","1 - 3 sata / tjedno","4","4","5","5","5","4","3","4","5","3","2800kn - 4900kn","3","Najčešće u uredu","Educiram se samostalno doma;Knjige;Blogovi;Webinari;Networking događaji / meetups;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri;Project managers;Copywritter","Research;Analiza konkurencije;Persone;Wireframing","Nikako;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Klijent nije uvijek u pravu, dobar argument je!","/","/","Interactive design, motion design, coding","AR"
"2018/06/19 10:00:39 AM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","26-30","GRAD ZAGREB","ZAGREBAČKA","Agora","UX/UI dizajner","2","2-5 godina","Medium Dizajner","Digitalna agencija","21-50","Nema","2-5","Nema design tima","25%","50%","50%","75%","1 - 3 sata / tjedno","3","4","5","5","5","5","3","3","4","3","5000kn - 6900kn","4","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Audio knjige;Blogovi;Networking događaji / meetups","UX dizajn;Programeri;Project managers","Research;Intervjui s korisnicima;Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing","Nikako;Ako postoji mogučnost trudim se testirati prototipove za vrijeme dizajn procesa, da umanjim potencijalne pprobleme kasnije","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Ne mogu odgovoriti","Nisu potrebni","Slaba komunikacija i organizacija u timu, te loš menagment vremena i raspored poslova","Nisam baš upučen kako druge firme rade, ali koliko sam čuo od kolege Trikoder i Degordian","Nisam upoznat sa detaljima samo ono što mi je kolega rekao","VUI, testiranje, VR i AR, gemifikacija","AI"
"2018/06/19 10:03:12 AM GMT+2","11 - 20 godina","Web dizajner","Ženski","36-40","GRAD ZAGREB","GRAD ZAGREB","TVZ","Web dizajner","4","11-20 godina","Senior Dizajner","Marketinška / oglašivačka agencija","51-150","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup","75%","25%","0","0","1 - 3 sata / tjedno","4","3","5","5","4","5","4","3","5","3","9000kn - 9900kn","5","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Konferencije i događanja u HR","UI dizajn;Programeri;Project managers;Kreativni direktor;Dizajner komunikacija;Copywritter","Wireframing","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Više edukacije","Infinum","Dobro razrađeni i napravljeni projekti","UX, UI, digital thinking","360 video"
"2018/06/19 10:21:12 AM GMT+2","2 - 3 godine","UX/UI dizajner","Ženski","22-25","SPLITSKO-DALMATINSKA","SPLITSKO-DALMATINSKA","PMF","UX/UI dizajner","3","manje od 1 godine","Lead Dizajner","Digitalna agencija","21-50","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","100%","0","0","4 - 8 sata / tjedno","5","5","4","5","5","5","4","2","4","5","9000kn - 9900kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Knjige;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR","Programeri;Sales;Project managers","Research;Analiza konkurencije;Affinity mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Više vremena za analizu i user testing","","","UX, pretpostaviti ponašanje korisnika i stvoriti najjednostavnije sučelje","AI"
"2018/06/19 10:32:14 AM GMT+2","4 - 7 godina","UX/UI dizajner","Ženski","26-30","GRAD ZAGREB","GRAD ZAGREB","GRF","UX/UI dizajner","1","2-5 godina","Medium Dizajner","it/development firma","51-150","Ima jedan dizajn tim","2-5","Mentoriranje;tjedni design sync","25%","75%","0","0","4 - 8 sata / tjedno","4","4","5","5","5","4","3","3","5","3","9000kn - 9900kn","5","Najčešće u uredu","Organizirana edukacija unutar tvrtke;Blogovi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UX dizajn;Programeri;Sales;Project managers","Wireframing;Izrada prototipa","Nikako;Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Da počnu projekte gledati kroz design first pristup jer trenutno je development first a dizajn dođe kao ukras na kraju","Five","eksponiraju se dosta pa zato","sve vezano uz UX ","Machine learning"
"2018/06/19 10:44:29 AM GMT+2","4 - 7 godina","UX/UI dizajner","Ženski","26-30","VARAŽDINSKA","GRAD ZAGREB","GRF","UX/UI dizajner","2","manje od 1 godine","Senior Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","151-500","Ima jedan dizajn tim","2-5","Revizija dizajna","75%","0","0","25%","1 - 3 sata / tjedno","4","4","5","5","5","4","3","3","2","3","5000kn - 6900kn","2","Najčešće u uredu","Educiram se samostalno doma;Knjige;Blogovi;Online tečajevi;Networking događaji / meetups","UI dizajn;UX dizajn;Programeri;Produkt managers;Project managers","Research;Persone;Izrada prototipa","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","","","","komunikacija, programiranje, kreativnost","AI"
"2018/06/19 10:44:56 AM GMT+2","4 - 7 godina","UX/UI dizajner","Ženski","26-30","GRAD ZAGREB","GRAD ZAGREB","Arhitektonski fakultet - studij dizajna","UX/UI dizajner","5","2-5 godina","Lead Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","10-15","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","25%","25%","50%","25%","4 - 8 sata / tjedno","4","4","5","5","5","5","3","1","5","4","10000kn - 12900kn","5","Najčešće u uredu i povremeno remotely","Edukacija je prisutna jedino u radu na projektima;Organizirana edukacija unutar tvrtke;Knjige;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u inozemstvu","Programeri;Sales;Project managers;Data analyst","Research;Intervjui s korisnicima;Fokus grupe (grupni intervjui);Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Design Sprint","Pomoću analitike;Radimo usability testove;Intervjui s korisnicima","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","U management uključiti osobu s dizajnerskom pozadinom","Prostoria","Konstantno pokušavaju unaprijediti procese i materijale s kojima rade na inovativan način","Smišljanje strategije prozivoda, koncepti","Machine learning"
"2018/06/19 10:50:22 AM GMT+2","11 - 20 godina","UX/UI dizajner","Muški","36-40","GRAD ZAGREB","GRAD ZAGREB","FOI","UX/UI dizajner","2","11-20 godina","Lead Dizajner","Digitalna agencija","21-50","Ima jedan dizajn tim","2-5","Mentoriranje","75%","25%","0","0","1 - 3 sata / tjedno","4","5","5","5","4","3","3","4","4","2","10000kn - 12900kn","4","Najčešće u uredu","Educiram se samostalno doma;Blogovi;Online vodiči;Online tečajevi","UI dizajn;UX dizajn;Programeri;Executives","Wireframing;Design Sprint","Nikako","Ne mogu odgovoriti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Da započnu konačno provoditi dizajn proces","Five","Dobar primjer kako kvalitetan dizajn proces stvara kvalitetne proizvode","AR i VR dizajn, UX dizajn","Conversational Interfaces"
"2018/06/19 11:06:09 AM GMT+2","11 - 20 godina","UX/UI dizajner","Muški","31-35","GRAD ZAGREB","GRAD ZAGREB","Srednja stručna sprema","UX/UI dizajner","1","11-20 godina","Management (Head of Design, Chief Design Officier i sl. )","Digitalna agencija","21-50","Ima jedan dizajn tim","2-5","Mentoriranje","100%","25%","25%","25%","4 - 8 sata / tjedno","3","4","4","5","5","4","3","5","4","5","13000kn - 15900kn","5","Najčešće u uredu","Educiram se samostalno doma;Knjige;Online vodiči;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Executives;Copywritter;Researcher;Data analyst","Research;Intervjui s korisnicima;Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Gurajte dizajnere u cijeli proces, od poslovne strategije do testiranja s korisnicima. Što prije shvate da ne rade za sebe, to bolje.","","","Rapid prototyping, analitika svih vrsta i poznavanje tehnologije (ono kad ti ne spominju rodbinu jer se nešto #nemože).","AR, Chatbots, Conversational Interfaces, AI, Machine Learning"
"2018/06/19 11:11:03 AM GMT+2","8 - 10 godina","UX dizajner","Muški","36-40","GRAD ZAGREB","ZAGREBAČKA","Srednja stručna sprema","UX dizajner","1","6-10 godina","Lead Dizajner","Digitalna agencija","2-10","Nema","Samo ja","Nema design tima","0","25%","25%","75%","1 - 3 sata / tjedno","5","2","3","5","3","4","3","1","2","5","20000kn i više","5","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Webinari;Online tečajevi;Networking događaji / meetups","Programeri;Produkt managers;Sales;Kreativni direktor;Executives;Copywritter","Research;Intervjui s korisnicima;Analiza konkurencije;Affinity mapping;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Lean UX","Pomoću analitike;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Uključite više testiranja i design-orianted razmisljenja ","Ne znam","Ne znam","Journey mapping, razumjevanje AI procesa interakcija, 3D environments (VR/AR experience)","Većina ovog navedenog kao dio paketa ""new age"" interakcija. "
"2018/06/19 11:53:56 AM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","26-30","GRAD ZAGREB","GRAD ZAGREB","Srednja stručna sprema","UX/UI dizajner + Frontend developer","1","2-5 godina","Lead Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","11-20","Nema","Samo ja","Nema design tima","0","0","100%","0","1 - 3 sata / tjedno","4","5","3","5","4","5","4","3","4","5","20000kn i više","5","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Knjige;Online tečajevi;Konferencije i događanja u inozemstvu","Programeri;Produkt managers;Sales;Executives","Research;Intervjui s korisnicima;Persone;Journey Mapping;Izrada prototipa","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","U bliskom sam kontaktu s managementom, te samim time i utječem na proces dizajna. Trenutno prema zadnjoj preporuci zapošljavamo još jednog junior dizajnera / frontendaša i uspostavljamo procese edukacije i kasnije procese razvoja.","Five","Jer je jasno kako ulažu u dizajn proces, jasno to komuniciraju. Naravno, procesi su skupi no oni imaju klijente koji to mogu podnijeti.","UX, osnove frontenda, UI development","Machine learning"
"2018/06/19 12:16:33 PM GMT+2","11 - 20 godina","Dizajner vizualnih komunikacija","Ženski","36-40","GRAD ZAGREB","GRAD ZAGREB","Arhitektonski fakultet - studij dizajna","Dizajner vizualnih komunikacija","5","2-5 godina","Lead Dizajner","Autorski ugovor (freelance)","1","Nema","Samo ja","Nema design tima","75%","0","0","25%","1 - 3 sata / tjedno","5","5","3","4","3","4","4","1","3","4","Nisam zaposlen ali freelanceam","4","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Online tečajevi","UI dizajn;UX dizajn;Programeri;Project managers;Executives;Copywritter","Research;Analiza konkurencije","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","feedback. uvijek.","Drap","otvorenost, testiranje, fluidnost","problem-solving, osnove vizualne komunikacije, snalažljivost","moguće je izabrati samo jedan odgovor - odabirem VR i AR"
"2018/06/19 12:29:29 PM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","31-35","PRIMORSKO-GORANSKA","PRIMORSKO-GORANSKA","Srednja stručna sprema","UX/UI dizajner","1","2-5 godina","Lead Dizajner","Dizajn studio","2-10","Nema","2-5","Revizija dizajna","75%","25%","0","0","1 - 3 sata / tjedno","4","3","4","5","3","4","2","1","3","3","7000kn - 8900kn","3","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Online tečajevi","Programeri;Project managers;Copywritter","Research;Analiza konkurencije;Wireframing;Izrada prototipa","Nikako","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Trebamo više vremena","Nisam proučavao kako funkcioniraju domaće tvrtke, osim dvije najveće koje su najviše u eteru pa ih je teško promašiti.","/","Dizajn interakcija je prilično zanemaren kod nas.","AR"
"2018/06/19 12:37:26 PM GMT+2","8 - 10 godina","Produkt dizajner (digitalni proizvodi)","Muški","26-30","KARLOVAČKA","ZAGREBAČKA","GRF","Produkt dizajner (digitalni proizvodi)","5","6-10 godina","Lead Dizajner","j.d.o.o. (freelance)","2-10","Ima jedan dizajn tim","2-5","Mentoriranje","0","100%","25%","100%","1 - 3 sata / tjedno","4","5","5","4","4","5","4","5","4","5","20000kn i više","5","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Audio knjige;Blogovi;Networking događaji / meetups","Sales;Project managers;Executives","Research;Analiza konkurencije;Wireframing;Izrada prototipa;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","","","","Odgovornost i Samostalnost, Mogučnost razbijanja kompleksnih procesa na manje, Dobre verbalne vještine","AI"
"2018/06/19 12:45:46 PM GMT+2","4 - 7 godina","CX dizajner","Muški","31-35","GRAD ZAGREB","GRAD ZAGREB","EFZG - ekonomski","Produkt manager","3","2-5 godina","Management (Head of Design, Chief Design Officier i sl. )","Marketinška / oglašivačka agencija","21-50","Ima više dizajn timova","16-20","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","25%","25%","100%","Više od 20 sati / tjedno","5","4","4","5","5","4","3","3","5","4","20000kn i više","5","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Blogovi;Webinari;Online vodiči;Online tečajevi;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Programeri;Produkt managers;Project managers;Kreativni direktor;Executives;Copywritter;Researcher","Intervjui s korisnicima;Analiza konkurencije;Persone;Journey Mapping;Wireframing;Izrada prototipa;Usability testing;Design Sprint","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Ukljucite dizajn ranije ","Produkt dizajn studiji?","Nemam odgovor","analitika, cx, creative tech","AI"
"2018/06/19 12:48:16 PM GMT+2","11 - 20 godina","Researcher","Ženski","36-40","GRAD ZAGREB","GRAD ZAGREB","Hrvatski studiji - Psihologija :P","Researcher","7","2-5 godina","Medium Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","1001 i više","Ima više dizajn timova","6-10","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","0","100%","100%","100%","4 - 8 sata / tjedno","5","5","5","5","5","4","4","1","5","4","9000kn - 9900kn","4","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Organizirana edukacija unutar tvrtke;Knjige;Webinari;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR","Programeri;Produkt managers;Project managers","Research;Intervjui s korisnicima;Persone;Wireframing;Izrada prototipa;Usability testing;Design Sprint","Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","uključiti nas ranije u procesu odluka","teško je reći. Izvana sve imaju dobar PR i svi ""ulažu u dizajn"" no nerijetko to nije tako u stvarnosti i kad se krene raditi. Tako da mogu jedino reći koja mi ima najbolji PR.","...","upotpuniti znanje istraživanja, upotpuniti poznavanje raznih tool-ova i pratiti metodologiju i različiti pristupe","AI"
